# lambda_val.val 0.37500
    1         5.2754984114
    2         5.3107610739
    3         5.3109537078
    4         5.2132289667
    5         5.2853977823
    6         5.3615099516
    7         5.2571096623
    8         5.3182119348
    9         5.2924326189
   10         5.2180739542
   11         5.3119924428
   12         5.2468637046
   13         5.3789982888
   14         5.1795049038
   15         5.2711699129
   16         5.1893788503
   17         5.3318797285
   18         5.2707673698
   19         5.2270923436
   20         5.3197169867
   21         5.1723581699
   22         5.1786442145
   23         5.2106131600
   24         5.1781492007
   25         5.3212615561
   26         5.3114922828
   27         5.2793591399
   28         5.2192321818
   29         5.2603766371
   30         5.3242304624
   31         5.2614228831
   32         5.2373686204
   33         5.2379572797
   34         5.3005210579
   35         5.2178935650
   36         5.2475641322
   37         5.2526728164
   38         5.1404086689
   39         5.1891397604
   40         5.1749834024
   41         5.2951547225
   42         5.2724974412
   43         5.2597798879
   44         5.2020922223
   45         5.1555722356
   46         5.3217881543
   47         5.1993933028
   48         5.3352003827
   49         5.2371085264
   50         5.3758419728
   51         5.2108200063
   52         5.2019531980
   53         5.3359155184
   54         5.1943481560
   55         5.3119343670
   56         5.1908706039
   57         5.2345163092
   58         5.2866367604
   59         5.2547607605
   60         5.2026890279
   61         5.2353763153
   62         5.4177372947
   63         5.3233888002
   64         5.2737978974
   65         5.3128691532
   66         5.1662802956
   67         5.2243253552
   68         5.2823042641
   69         5.3212760098
   70         5.3556349103
   71         5.2373279559
   72         5.2961682675
   73         5.3321520550
   74         5.2510983268
   75         5.2863413918
   76         5.2569722937
   77         5.4553150131
   78         5.1584945995
   79         5.3538530546
   80         5.2002550397
   81         5.3308437310
   82         5.3122645136
   83         5.1809501642
   84         5.3300659947
   85         5.4321785254
   86         5.1925184688
   87         5.2908262576
   88         5.3730894400
   89         5.4820553235
   90         5.2475990639
   91         5.2431206456
   92         5.2861713673
   93         5.2040906216
   94         5.2502474208
   95         5.3020645443
   96         5.1861611850
   97         5.2303366513
   98         5.2846495536
   99         5.3306436329
  100         5.3056690276
