0.005 1.5514025
0.05 1.532758
0.10 1.51162625
0.15 1.49099825
0.20 1.47174225
0.25 1.45222925
0.30 1.43304
0.35 1.41469675
0.40 1.39745275
0.45 1.3794145
0.50 1.3627455
0.55 1.347149
0.60 1.3310295
0.65 1.316302
0.70 1.301211
0.75 1.28622
0.80 1.272806
0.85 1.25891725
0.90 1.24590975
0.95 1.23311075
0.995 1.22122275
