# lambba_val.val 1.0000
#time (ps)      gradients (kcal/mol*lam)
0.000            0.0108944731
200.000            0.0109912626
400.000            0.0106515504
600.000            0.0108167733
800.000            0.0107952641
1000.000            0.0108575725
1200.000            0.0108078201
1400.000            0.0107198166
1600.000            0.0105862953
1800.000            0.0106653057
2000.000            0.0107433012
2200.000            0.0106348607
2400.000            0.0108673977
2600.000            0.0108806012
2800.000            0.0104602669
3000.000            0.0106286001
3200.000            0.0106605750
3400.000            0.0107154218
3600.000            0.0106717107
3800.000            0.0103616881
4000.000            0.0106768975
4200.000            0.0106389666
4400.000            0.0108395008
4600.000            0.0101541308
4800.000            0.0106755451
5000.000            0.0106618368
5200.000            0.0102293242
5400.000            0.0107118416
5600.000            0.0104270963
5800.000            0.0108703948
6000.000            0.0105681192
6200.000            0.0105584403
6400.000            0.0106720397
6600.000            0.0105841319
6800.000            0.0105712817
7000.000            0.0105783952
7200.000            0.0106067863
7400.000            0.0107041259
7600.000            0.0106862265
7800.000            0.0107688745
8000.000            0.0105045176
8200.000            0.0103400762
8400.000            0.0106929919
8600.000            0.0108262748
8800.000            0.0104183973
9000.000            0.0108790818
9200.000            0.0108147178
9400.000            0.0107437294
9600.000            0.0107475498
9800.000            0.0105225127
10000.000            0.0108787041
10200.000            0.0107757165
10400.000            0.0105008416
10600.000            0.0106766120
10800.000            0.0105937743
11000.000            0.0106255890
11200.000            0.0105967923
11400.000            0.0105155802
11600.000            0.0102567772
11800.000            0.0107520786
12000.000            0.0106852554
12200.000            0.0108630638
12400.000            0.0104197322
12600.000            0.0107884796
12800.000            0.0105374114
13000.000            0.0106907292
13200.000            0.0107681087
13400.000            0.0107447947
13600.000            0.0106031591
13800.000            0.0108031329
14000.000            0.0104392155
14200.000            0.0104852119
14400.000            0.0106190151
14600.000            0.0101769175
14800.000            0.0104239112
15000.000            0.0107705332
15200.000            0.0104854747
15400.000            0.0106378004
15600.000            0.0107122298
15800.000            0.0106130852
16000.000            0.0105482548
16200.000            0.0103316278
16400.000            0.0105095303
16600.000            0.0106175566
16800.000            0.0107153818
17000.000            0.0106573620
17200.000            0.0106917561
17400.000            0.0105709562
17600.000            0.0107982735
17800.000            0.0106150554
18000.000            0.0105368196
18200.000            0.0108696969
18400.000            0.0105817596
18600.000            0.0106011105
18800.000            0.0104736949
19000.000            0.0106283146
19200.000            0.0110338494
19400.000            0.0105333874
19600.000            0.0107784143
19800.000            0.0106338825
20000.000            0.0107384818
20200.000            0.0107197522
20400.000            0.0105357458
20600.000            0.0103773509
20800.000            0.0106505932
21000.000            0.0105578102
21200.000            0.0107154323
21400.000            0.0105442134
21600.000            0.0105598831
21800.000            0.0108088679
22000.000            0.0107154497
22200.000            0.0107036786
22400.000            0.0106959577
22600.000            0.0107219923
22800.000            0.0107227737
23000.000            0.0107109957
23200.000            0.0105339409
23400.000            0.0105480563
23600.000            0.0106287515
23800.000            0.0105860116
24000.000            0.0107224135
24200.000            0.0106018833
24400.000            0.0105101708
24600.000            0.0103931129
24800.000            0.0101872614
25000.000            0.0103684203
25200.000            0.0104586378
25400.000            0.0105638097
25600.000            0.0105745695
25800.000            0.0106402423
26000.000            0.0108137222
26200.000            0.0102303546
26400.000            0.0107271720
26600.000            0.0105474089
26800.000            0.0107420533
27000.000            0.0108554613
27200.000            0.0109557128
27400.000            0.0107864084
27600.000            0.0108303545
27800.000            0.0107830719
28000.000            0.0108197949
28200.000            0.0104314494
28400.000            0.0106858645
28600.000            0.0106252009
28800.000            0.0106284486
29000.000            0.0108292719
29200.000            0.0105813644
29400.000            0.0107662446
29600.000            0.0105462201
29800.000            0.0102827491
30000.000            0.0108173024
30200.000            0.0106360947
30400.000            0.0107547799
30600.000            0.0109761725
30800.000            0.0107105345
31000.000            0.0106509761
31200.000            0.0107578363
31400.000            0.0106329879
31600.000            0.0107348024
31800.000            0.0105255986
32000.000            0.0108987425
32200.000            0.0107518646
32400.000            0.0108104639
32600.000            0.0105721815
32800.000            0.0108459964
33000.000            0.0105658722
33200.000            0.0106628185
33400.000            0.0107362627
33600.000            0.0103899661
33800.000            0.0106405922
34000.000            0.0106916030
34200.000            0.0106747793
34400.000            0.0106555153
34600.000            0.0105016179
34800.000            0.0107088166
35000.000            0.0104991203
35200.000            0.0105895605
35400.000            0.0104994910
35600.000            0.0105351366
35800.000            0.0104829318
36000.000            0.0108138962
36200.000            0.0107081326
36400.000            0.0105366752
36600.000            0.0107464063
36800.000            0.0108367317
37000.000            0.0106531012
37200.000            0.0106784639
37400.000            0.0106503390
37600.000            0.0106045689
37800.000            0.0108364358
38000.000            0.0104847559
38200.000            0.0107559757
38400.000            0.0107764858
