# lambda_val.val 0.18750
    1        29.0587629075
    2        28.9635949665
    3        28.9745427758
    4        28.7897060307
    5        29.3076044622
    6        29.2562206034
    7        28.9345385169
    8        29.2209825176
    9        28.8618809396
   10        28.9534307361
   11        29.0069938996
   12        29.1843436327
   13        29.2580025733
   14        29.0771980369
   15        29.1350282180
   16        28.9946816536
   17        29.2336750377
   18        29.2707754639
   19        28.9732823316
   20        29.1975670756
   21        29.0819000247
   22        28.9473369926
   23        29.0205790941
   24        29.0168504663
   25        29.1167262405
   26        28.9788891904
   27        28.9695822282
   28        28.9933726029
   29        29.0696491955
   30        29.2611266111
   31        29.1468153872
   32        29.1629930457
   33        29.1244306723
   34        29.1779515946
   35        28.6808957208
   36        29.1329942107
   37        29.2817341989
   38        28.8337869767
   39        29.2450808282
   40        29.1462706608
   41        29.0651720636
   42        29.0844669017
   43        29.2292870787
   44        29.2195193591
   45        29.0575259015
   46        29.1076104519
   47        28.7916227643
   48        29.1704609453
   49        29.0499800805
   50        29.0307598609
   51        29.0676659239
   52        28.8557895485
   53        29.1206194569
   54        29.2768691759
   55        29.0934320513
   56        29.2034252414
   57        29.1035467688
   58        29.0505430820
   59        29.2248475706
   60        29.2024311634
   61        29.0477741621
   62        29.1895870016
   63        29.1657338073
   64        29.1778715490
   65        29.0624466532
   66        29.1367357616
   67        29.1455693461
   68        28.9236011754
   69        29.2087035839
   70        29.1430511676
   71        29.2764593648
   72        29.2292478589
   73        29.1637340973
   74        29.1059990973
   75        29.0763592059
   76        28.9291783785
   77        29.1891000850
   78        29.2191168484
   79        29.0334795277
   80        28.6629379299
   81        28.9442522815
   82        29.1003796897
   83        29.2036513973
   84        29.1691029015
   85        29.2160896232
   86        29.2278432254
   87        29.2235070176
   88        29.2768506576
   89        29.1895761605
   90        29.0864117111
   91        28.9761429473
   92        28.9670103808
   93        29.0433643596
   94        29.0143612918
   95        29.2541678410
   96        28.8817885609
   97        28.7867161167
   98        29.0332436941
   99        28.9819244617
  100        29.0610209772
