# lambda_val.val 0.43750
    1         2.8022681079
    2         2.8192116807
    3         2.8189712047
    4         2.7826049311
    5         2.7829854556
    6         2.8600939244
    7         2.8625882758
    8         2.7992163833
    9         2.7652821993
   10         2.7804062670
   11         2.8601917841
   12         2.8564473374
   13         2.8124222356
   14         2.8006501984
   15         2.7768284497
   16         2.7977572999
   17         2.8386035050
   18         2.8021837926
   19         2.7902420194
   20         2.8597005079
   21         2.8378508833
   22         2.8427507911
   23         2.7649520629
   24         2.8209322537
   25         2.7746690419
   26         2.8446090688
   27         2.8320102886
   28         2.8326169200
   29         2.7896569218
   30         2.8338765519
   31         2.9457769297
   32         2.7925253347
   33         2.7820469158
   34         2.7913888665
   35         2.7975617624
   36         2.7822287439
   37         2.7689935209
   38         2.8586854761
   39         2.8530090172
   40         2.8592201025
   41         2.8780083368
   42         2.8267178288
   43         2.7896347758
   44         2.7967139328
   45         2.7875622394
   46         2.8100189987
   47         2.8048172537
   48         2.8260953612
   49         2.9118759864
   50         2.8321396138
   51         2.8292656811
   52         2.8805010011
   53         2.7541776404
   54         2.8428571859
   55         2.7760608063
   56         2.8164103428
   57         2.8062398476
   58         2.8228142205
   59         2.8076637675
   60         2.8189870666
   61         2.8605204144
   62         2.8216222239
   63         2.8337710318
   64         2.8938295973
   65         2.7277030695
   66         2.8301724048
   67         2.7796148783
   68         2.8040353972
   69         2.8593697991
   70         2.8596811868
   71         2.8307007152
   72         2.7612813533
   73         2.7852577954
   74         2.8756950334
   75         2.7913844285
   76         2.8663645218
   77         2.8709351607
   78         2.8372567722
   79         2.8216733083
   80         2.8549005459
   81         2.8771120468
   82         2.8218895195
   83         2.7581049396
   84         2.8363966738
   85         2.8240970957
   86         2.8194545136
   87         2.7861957497
   88         2.8346491429
   89         2.8293907142
   90         2.8924256447
   91         2.8765851875
   92         2.8484498670
   93         2.8537288291
   94         2.8059472889
   95         2.7690440915
   96         2.7923640801
   97         2.8303327921
   98         2.7688498137
   99         2.7826466572
  100         2.8253479724
